GamblingPlaceId,KeywordId
ChIJW58XEEVZt0AR8MLichonz0c,1
ChIJYw-JNDIjtEARkLJLfv6vuvk,2
ChIJYw-JNDIjtEARkLJLfv6vuvk,3
ChIJZaR3lFtZt0ARkeSNkB22y6E,1
ChIJc4xCj9FZt0ARxJgp3bgcyaA,1
ChIJc4xCj9FZt0ARxJgp3bgcyaA,3
ChIJgQIXh0jlukARaUvem61eQmI,2
ChIJgQIXh0jlukARaUvem61eQmI,3
ChIJh2_X30hZt0ARA5YHLK3OeDo,1
ChIJhUzteM9Zt0AR7oiwaVG0de8,2
ChIJhUzteM9Zt0AR7oiwaVG0de8,3
ChIJjyDfYGBZt0ARrIh6ZuAuZTA,1
ChIJkZxmZegpt0ARNnVko3dzUtE,2
ChIJp5xiqqtZt0AR9AWilpwAO50,1
ChIJvfJ-Wz9Zt0ARClNRFQQzAAk,1
ChIJvzIbaXFRsEARQljaU9G8hVk,3
ChIJy7Dig0FZt0ARCHY5VTifBqk,1
ChIJyfqocqEYtEARjY7x3LUKZws,2
ChIJ023CxzfftkARPfXL0NSpOg4,2
ChIJ06EIcAjftkAROiuRPhrf4AY,2
ChIJ06_fzYvetkARk_4xzup7L3A,2
ChIJ11sJmMQpt0ARwGpynGbTGVs,1
ChIJ1TK9KAwqt0ARqkvgb7wd3qA,1
ChIJ1WJoz8_etkARE6hGDUlFdRA,1
ChIJ8efSD_Qpt0ARPHM6vfps3a0,2
ChIJAUUi4FTetkARLYTS9sJlRgQ,2
ChIJAUUi4FTetkARLYTS9sJlRgQ,3
ChIJD3WQW98pt0AR1OQi-mjHViI,1
ChIJD6SYQPIpt0ARxDQ7RSnixew,1
ChIJE0LcO4Apt0AR1PRUZC_JMhM,2
ChIJL5Iyk7XXtkARqqr57c1fdLY,2
ChIJNds2gSUvt0ARaAjA1xKz1N4,1
ChIJQd-P3fUpt0ARnICC53y5dkQ,1
ChIJS-1CTdEpt0ARTVopYAr6WLg,1
ChIJTZX-b-gpt0ARGLAmlhN-_jc,1
ChIJZR6R_vretkARiomQ389YB-A,2
ChIJc6mbi_retkARu8U_yOwCCY4,2
ChIJcas2PxYpt0ARofBWpyUPIQA,2
ChIJcas2PxYpt0ARofBWpyUPIQA,3
ChIJeSVkz-cpt0ARfX1Sv3SsSFw,1
ChIJf5ywLNvetkAR9bmm3ome5qI,2
ChIJf8jcA8TetkARFli_xib43TA,2
ChIJf8jcA8TetkARFli_xib43TA,3
ChIJfdppO_PetkARN_gw2vrjsTA,1
ChIJgRelGfPetkARp_nyBIcaNWs,2
ChIJh8faEBcqt0ARRJ4kjGk8mJ8,1
ChIJk3ZPEhArt0ARUjzoWFhJG_c,1
ChIJk6BbUuUpt0ARrhoD9CRAdFc,1
ChIJn2x0QRQqt0ARYM_rwEm7nQk,1
ChIJnTzv7hYqt0ARe9La7H9ahZE,1
ChIJnUQN8_ovt0ARtgdqOkxEGXQ,2
ChIJo2-jGPzftkARD_xBBv-mxN4,2
ChIJpSgQasbetkARUSgMjsFVui8,2
ChIJpcO6Y1XetkARqhP9-F6T8mA,2
ChIJpx3CV_Upt0ARVYQhofw2ovA,2
ChIJq7PAdu_etkARaWO56DN7Abg,1
ChIJtYl1M0krt0AR2ZkUuXorUiU,1
ChIJx50_-PApt0ARD5RgjWXtZmw,1
ChIJz_LcGxMpt0ARRIvUcPZ8-LI,2
ChIJ00Y4MDgBukARxif2XFsGx94,1
ChIJC-yd1lYBukAR3USoMR-jL3s,1
ChIJRUqqDIEBukARA5m4aLy2HqU,1
ChIJF6e1hDsNukARuyb48wURtUE,1
ChIJeZaxzTgNukARD4_JCjMt11w,1
ChIJcWJxgP85t0ARvealSwKk2hA,1
ChIJsbXt89E5t0AR24bWY7FH-s0,1
ChIJyZ7Lshs7t0ARoSH_WQW1hw4,1
ChIJy_6jKFM7t0ARxjGhXhGZrB4,1
ChIJMx3iZmgrt0ARkCB2fiudRTE,1
ChIJW64YCZIpt0ARUH0rsSZfQ7k,1
ChIJsyA7HwMpt0ARf5kCHlP1UmU,1
ChIJxc3whA8qt0AR5m75Gntmy2E,1
ChIJOftfaVcBukARtMW2K2_fCeg,2
ChIJr4xBitn4pEARXQcsnfn-Cv0,2
ChIJ9yGqGyXftkARsN9M_q6wh9g,1
ChIJEdlm63HetkARNe0Qq4trHT8,1
ChIJQShimP7ftkAR7M8pDPsa5Cs,1
ChIJdyf5_PbetkARktu9gHJ7JT4,1
ChIJNUuvinovt0ARuoKsgQEiX3s,1
ChIJsc50sjkvt0ARW4be-4dvrNk,1
ChIJ02DZHJH_sUARpCJr40HisNQ,2
ChIJ0wmjlTAAskAR7bZW_xOM9-M,2
ChIJ3ZZT74hJskARdHvgE-JlemY,2
ChIJAQDwRbz4sUAR5DCSDgZexGg,2
ChIJSYfz3BX-sUAR9I_3ZexMijo,2
ChIJUyW49kX-sUAROgdOEXGT-hM,3
ChIJbfXzx1__sUAR-TNv7snrdug,2
ChIJoZw2la34sUARZ96Inz0CIIA,3
ChIJq_6HC_gCskARfdoKHkDOepc,3
ChIJs8syEsCfsEAR7orjL8V7lg8,1
ChIJsYFJoUcAskAROMfxyshC7pk,2
ChIJ5Yy2b-GMUUcRYzNF562_4Ws,3
ChIJ86Ax3eOMUUcRLbJlmtja9W0,1
ChIJHxKRugddRUcR7k3L669ycKo,2
ChIJR5RDDuGMUUcRGHgN3HJRUUs,2
ChIJa1tNFLIxUkcR6d6iGHzI6TU,2
ChIJpXJKUbgxUkcRGlkS0Z-AB68,2
ChIJsX29utAxUkcRKPnVaygca18,2
ChIJ0b37VHsxUkcRCtiScD6xt1g,2
ChIJ9UNAWaQxUkcR86YZ_ljvj3k,2
ChIJFZKbgzYxUkcRbheRCb2Y8jg,2
ChIJO1GLh7ExUkcR6DIIF9JZ__o,2
ChIJPZ6hBskxUkcRbZxoIEJbMKk,2
ChIJRxDwGcgxUkcRNDZy_35go-Y,2
ChIJaVeTq68xUkcRYJD_zQ51Kd0,2
ChIJi8-5hkiyU0cRhekIGLYYmzA,2
ChIJkXLsld5bUkcRKxFwxUOhSoY,1
ChIJq1iZu7wxUkcRe6JLSe-3KL8,2
ChIJrzkg1oi8skARYo2FXEBUfPE,3
ChIJz8w1JbQxUkcRCi5Z0Iu3aWM,2
ChIJ2aaNjd7-sUARk3mTMtZMHeA,2
ChIJNbkmVMn4sUARs-8dnsA9igs,2
ChIJP4xWq9D-sUARwtETUfN2FRQ,2
ChIJUdPRlB__sUARuAGGXw1VbaU,2
ChIJ0ZFY5kwpt0ARfFCCxWRF3J4,2
ChIJ7f___4_etkARPQo7wNaC53Q,2
ChIJAQDwcQ4qt0ARYB5_UdGUbtQ,2
ChIJBWkio3HetkAR9bL6iV3Kiik,2
ChIJEdlm63HetkARI0Eaj6q7Yec,2
ChIJIaE9dxkqt0ARIx3uWG-T8D4,2
ChIJa-8sMEXftkAR1QooTQXenjA,2
ChIJ-42SF6HNrUARROsmcL6Ki88,2
ChIJ108r9cP_sUARVaJdgXnfMrA,3
ChIJ1wUsjvP3sUARDqFCohOcKm8,2
ChIJ2S0fa0YBskARlNP23Jn61CM,3
ChIJ55T_dvj3sUARkSgdIIAzOpE,2
ChIJ6-cKKgf5sUARE_epYRczcFM,3
ChIJ8yaoOOD_sUARK7WLqovWXUc,2
ChIJB4gWcHn_sUARZDFs6mXEywI,2
ChIJD8QxN9z_sUARg1mWzSWrSuQ,3
ChIJIbc6i0__sUARQ1Awl2df96w,2
ChIJJ7kh3iH3sUARyMG16DjvYrc,2
ChIJL3Qqg3ACskAREtimLS4KlvE,2
ChIJLY4pr4__sUARncdWQ2as2CI,3
ChIJMw1153f_sUARofTW0jBZlT0,3
ChIJQVY9Isr5sUARbeCu3z_c8sg,2
ChIJQZcyVXT5sUAR1X1rAd_SAtQ,2
ChIJSZ42esz-sUARts2kINKk1qQ,3
ChIJTYkBk6wXskARakwtQkDJX-c,3
ChIJT_YThIgdskAReKRdQhWTdsQ,2
ChIJT_YThIgdskAReKRdQhWTdsQ,3
ChIJUZ-03Pf5sUARafsWpS0oHe0,2
ChIJV_aOLsj4sUARRmpqoY83hho,3
ChIJYxHezYP5sUARKGKVYY0c3FI,2
ChIJYxHezYP5sUARKGKVYY0c3FI,3
ChIJf1pOKB4dskAR--Pk-E6DrW0,2
ChIJh2eucWodskAR76YmBVSWTpY,3
ChIJn4fp75QDskAReT-bsYZnPg4,2
ChIJox-sbcn_sUARacMataOS5PA,3
ChIJq0-20xz5sUARP1BgHh5qyts,2
ChIJqxDDHXL_sUAR_bfuqcnDt2o,3
ChIJs3v30Ir_sUAR6HnRm09xBe0,3
ChIJtU1tHk75sUAR_h-_VOp7Ubo,2
ChIJu9RKp1b_sUARgzQuww90r9M,2
ChIJyd_qyxX_sUARA4eSmdZiXIA,3
ChIJWxnsqrQErkARPQtM1eE3hB4,1
ChIJXWDgskz_sUARQKvHigO-0cI,1
ChIJm3NVWXv3sUARekm6r4CRSKI,1
ChIJT4CcYtj3sUARWwT3x-53nGc,1
ChIJ_4_QIor5sUARWT1Pcis93Dg,2
ChIJbb9hSuj-sUARH5dZBTSfCsQ,2
ChIJj0D0vGL9sUAR_Y9FXK0RAhc,2
ChIJBSf2NUIZskARvY9OGoeL8EI,1
ChIJFdHx640GskARLd4nqdPU3WY,1
ChIJn24Sx_EbskARB4DrbPXLCBg,1
ChIJr79ET9EbskAR7wtgVjm2sKY,1
ChIJrVjuLR8bskAREegeWHVwyHI,1
ChIJ516SN0IZskARW7amoN7PsU0,1
ChIJ5yl69WEZskAR2NSXzwfoSko,1
ChIJFe_FyfEDskARA_Ws6StUWOU,1
ChIJaQkZVCYZskARTpuO9Oigdmw,1
ChIJmeSpp6McskARPbqlpyZFoSk,1
ChIJ6S2V2FcCskARA6aNO-1A40E,2
ChIJ88JtlAwBskARKB8H7159R2s,2
ChIJC6v5GUoDskAROX5jccbdEqA,2
ChIJD-5Qy-oBskAR59ALKdPjx3w,2
ChIJHS_Mj6McskARtpFDwoNcOpY,2
ChIJI6zr4XYZskARm5sA-FPsfow,1
ChIJJ09CfeEbskARRq9yQbziRNw,2
ChIJRcVsEpsBskARlZX9zPbZuog,2
ChIJY7gFw3oCskARL7hxq1Pc9wM,2
ChIJewXogAgbskARZ-RaiJqvW1g,2
ChIJ16VAA7m3S0cRRrIlCti3FkQ,1
ChIJ5dYeQ7e3S0cRpr8j7Mf4ugo,2
ChIJ6xfvEjC2S0cRjtKEH8keJpI,2
ChIJ6xfvEjC2S0cRjtKEH8keJpI,3
ChIJ85TwJcu3S0cRkykNcrzN9gk,2
ChIJ8zm0hUW3S0cRnTXq4H9jb_0,2
ChIJ9aqq02e3S0cRKnIaQjCfz9c,2
ChIJGWMnRQC3S0cRMMsL67Oa1Ko,2
ChIJKbuOafW3S0cRtD_Gvnbt6EI,2
ChIJO7yaC52Uzy8RCqGQlPhqFmk,2
ChIJP8HQKvG3S0cRUEWPaC8luX0,2
ChIJPXsGmHSPS0cReNKQtz1oink,2
ChIJTdaTiRHHS0cRz_tmE9bFZ3I,2
ChIJV68eGKC3S0cRIcEqn5zkgpU,2
ChIJnai9S5u3S0cRZXzFnOFKPb4,2
ChIJobeXFdLJS0cRsf2_nL7xC8I,2
ChIJq_xK5LG3S0cR_gJIaLA1mBo,3
ChIJtxt_02K3S0cR5wcmQl7mzxQ,2
ChIJzcn3jM63S0cRUwlTSsd3DGc,2
ChIJgQiEn763S0cRWap_6ThrJcw,3
ChIJvTbGIioDrkARLDAtPnWx0_A,1
ChIJoceazMf9sUAR3IezZZ_5vvo,1
ChIJWzgKGP4PskARR0oMSurveSQ,1
ChIJodxYUYIFskARaN-1Tmyh7fs,1
ChIJ-znkucl1S0cRt-IrqbVmojM,3
ChIJ77L3CFN1S0cRRskJhgl_DYQ,2
ChIJA3otyi6bS0cRMUeMiYbCzJs,2
ChIJD9xd9asNS0cRifoK4qxC0eo,1
ChIJEdnWaZqBTEcRQTNd-QEvztI,2
ChIJH4jdbWB1S0cRc0Nmiv23MFc,2
ChIJHXc6Y9ANS0cRlazvzCpzvWA,1
ChIJIZzgJQJ1S0cRp9Ht76UzHzE,2
ChIJRbEUPbCbS0cRkC6Z4d3ZqBY,1
ChIJW-_zQlN0S0cRHWEn0OXJcwQ,1
ChIJY2lSSFF1S0cRMwU5HvC6OA8,2
ChIJZ_spuxR1S0cR5ikWkjaC9O0,2
ChIJZwFq7FR0S0cRSKb89eNpYfQ,1
ChIJdQSyTk10S0cR8ZVdfqrTZ0w,1
ChIJt91LnOoNS0cRlDqQCO5alzU,1
ChIJvfd__alrS0cRwZV5HxtyQhU,1
ChIJxeDM67d1S0cRy2wVUKGzyPg,1
ChIJzThCQYkNS0cRNQK_IarERRM,1
ChIJ01XYRchmSUcRgCp5PiKvb0U,2
ChIJ02eP9DNnSUcRHh6_EOFZ-6M,1
ChIJ1VX1NwTdS0cR4zgY9jY2AiQ,1
ChIJ23tAFtpZSUcRvIHm_GeBovg,2
ChIJ2eLk7RbPS0cREGvW9RXsTMg,3
ChIJ41v6zXDrS0cRRZX1qxJvwb0,1
ChIJ6RvqKt7rS0cRWWp6HoTlkfs,1
ChIJ917DANZnSUcRdTp_yoH8I34,1
ChIJCWEq5D1nSUcRRq3iKzdYP90,2
ChIJE67CmTVnSUcROTHig_0xJIc,1
ChIJESXiztbdS0cRkkGOiKJ3s-k,1
ChIJFY7y7jlmSUcR7LqQRffRxiE,1
ChIJFYmZtDBmSUcR5MR1KuhXb7g,2
ChIJJ13pqUtUNUcRt8BGuyCllDk,2
ChIJMy3yYbG9SUcRtAMj8opEoD4,3
ChIJNUTctXDrS0cR24ku5pLZ7fY,1
ChIJNef8p4xnSUcRL5RfIAF2hHM,1
ChIJQSkLOjBnSUcRGVmtRVBXUxI,1
ChIJRbVR2zlmSUcRvr_70xvKMus,2
ChIJWQI-GtNmSUcR8ApfwIV8p88,1
ChIJWQI-GtNmSUcR8ApfwIV8p88,2
ChIJY-jd1pFYSUcRoe-_gKQ1EYk,1
ChIJY9ZMObzrS0cRRf5-meWIcxM,2
ChIJZbWziR3DS0cRE8IALcpxuD0,1
ChIJZbWziR3DS0cRE8IALcpxuD0,2
ChIJZbWziR3DS0cRE8IALcpxuD0,3
ChIJk5h8q9DdS0cRIiFum145pws,1
ChIJnZf33DlmSUcRHFuTE13gmK8,1
ChIJoRgMuIZnSUcR7YsL6VlKn_A,1
ChIJt9iBKmzrS0cRjRrc6RiKfEI,1
ChIJyyTgGdZnSUcRD57IteDRSYA,1
ChIJz9DjaXHrS0cRx72CxGG0wqs,1
ChIJzxezzzlmSUcRuBVx9Ow2VWo,2
ChIJ6yup6sGOS0cR6gkWUxg6gdU,3
ChIJBYXbG-uOS0cRAod6qEzCRmU,2
ChIJMX0KYuqOS0cRuZ45_en7jcM,2
ChIJhTUxDmOJS0cRCC5MIPK0LiI,2
ChIJxwlSyLWOS0cR1NmTsAdSok0,2
ChIJAfzLFqr7sUARQcAtopiLV_I,1
ChIJy3FLP5_6sUARsE9o8wbQkmQ,1
ChIJ7zPd0mf9sUARjK3bV9swbiA,2
ChIJMUTDnvT9sUARwDrTeQiLAS4,2
ChIJVd71ijP-sUARPnxyxQ769hM,2
ChIJdVkBFNX-sUARM8i-WGjK5xo,2
ChIJvyVolKD-sUAR0dgoq-KMinU,2
ChIJyX-WO6X6sUARsb3Yzdqhm54,2
ChIJG5RfI6L9sUARHJFoATRO7eQ,1
ChIJM44cs0P7sUARJtGPM3ioYlI,1
ChIJu4WweUP7sUARkRo6TsLbp9U,1
ChIJ9SW-gUnlsUARBrghbWdE_qM,1
ChIJZyhakEvlsUARoTuyOvSMTW4,1
ChIJC-9v_ms3SkcRwso2i60t1Cg,1
ChIJH5Vtr7gFOEcRnthf3Uk-kzQ,3
ChIJJ8nWBec3SkcRGNVFfPu6wOk,2
ChIJR-Fwt2Y3SkcR1KCmnSg0zIs,2
ChIJR-Fwt2Y3SkcR1KCmnSg0zIs,3
ChIJiZJg4I43SkcRuKV0NwX8bV8,1
ChIJw2q60703SkcRs4XrWfayIpA,1
ChIJX8xqnCNVSkcRpJr9f_umviI,2
ChIJ0WTDDrj_rUARw-YLk9bnshI,1
ChIJ86IK7OQQrkARy38zs488hW4,1
ChIJ8yur4ogOrkARk6lXj-AKF24,1
ChIJFWlkKB4TrkARl4tu0hRIquI,1
ChIJKUkCX0fhrUAR6yTEPKoKAXI,1
ChIJKexOYtcHrkARpF-PEXCZUDY,1
ChIJLXpslEgBrkARBrkyIPLfQcE,1
ChIJN3ezzk0FrkARQGJ8Nl8T-zA,1
ChIJNYdcv67_rUAR8avhGKAV7XQ,1
ChIJO3GHxcv9rUARbH-LfNgF8eI,1
ChIJdXozqrQErkARaDCzRVqlqlk,1
ChIJkYZXhBwErkARlKPmBED5efE,1
ChIJnZmrLrH9rUARU4I7cehDrL4,1
ChIJ378i_83ftkAR6ySkyg97YxE,1
ChIJIWD2T0jftkARpNjdqLVhRcY,1
ChIJJZaLd27ftkARd5tI0fV1wtQ,1
ChIJLRIy04vetkARs3fM_kc3uZM,1
ChIJNXtBkEDetkARC7TBLapDjt8,1
ChIJO6jUHvPetkAR8_79q73zhc4,1
ChIJV8ufZ-DftkARXV3CaxMoLcs,1
ChIJX4i264netkARqSf5zn50aVs,1
ChIJbzQTvfrftkARD6zs-6JKDgo,1
ChIJnygu-8PetkAROnMurbXoR14,1
ChIJ_XH8ljTXtkARKSudHN_WC44,1
ChIJeec6oSZwtUART2D3cSSlbNc,2
ChIJB9SSGpoBSkcRQR_boMIWjP0,2
ChIJHSy_P_A3SkcROgafz3H9GQw,1
ChIJb8FTcxnpSUcRWstR2chp_JY,2
ChIJ36R3kxIlt0ARNYTEAkQV5nM,2
ChIJi3UcTWHetkAROyTS-1_5N-0,2
ChIJI9Ap4dYpt0AR6h3VbCvwhXk,1
ChIJfaETRpUpt0ARPY6GdoqrNqA,1
ChIJB-KKK4pbs0ARKTcc14cNWNo,3
ChIJ0cgz-hUVSkcRvLFxYGgZcWk,3
ChIJAQAQou_etkARsseXWR8Wx00,1
ChIJBxUs83jftkARpUi6BYjzFWU,1
ChIJbeReATLftkARK_FsnrTK8vo,2
ChIJt3iH_PDftkARJhmcChe4KaY,2
ChIJqTaEVBTVsEAR5VB455cPnlg,1
ChIJCfNrnd__sUARlTt17k-0leY,2
ChIJ63UGuNMBskAROPcARKwKetk,2
ChIJ975RgeABskARgjTSLZd7Wn8,2
ChIJA6VfWP8BskARzkkMlvczCnU,2
ChIJB4LUpuUBskARiHfALNmZwrU,3
ChIJG8N2vqoBskARa2NymhEZpNE,2
ChIJI8G9Kc8BskART-fNkwww3ZE,2
ChIJKXj9Trf_sUARUi3neSByy1s,3
ChIJLyNRzIABskARH4qT2mQMigU,1
ChIJNV4J7Dv_rUARNb7pWeu06ow,3
ChIJTaiodG0BskAR6xm7DIaMKz4,2
ChIJ__-vmrEBskARU_OCRU49XXY,2
ChIJ_yQsbTz_sUAROP_PdVPbWug,2
ChIJdVla-aoBskARzmO5vpPP9rw,3
ChIJiU9RfqEBskARODy0jF94Le8,3
ChIJjWpLEp7_sUARG17d2C4-_-g,3
ChIJkbV4vEwBskARL3eTF4hoG08,2
ChIJnWdZcWMDskARiFRHVvctusc,2
ChIJnZCrC44BskARDQLvdYQ78Lw,2
ChIJn_FD6DIAskAR5nXA58I9X90,1
ChIJ6zGJFDUBskARSka2F0Mi3Fk,1
ChIJ6zGJFDUBskARSka2F0Mi3Fk,2
ChIJH3yMTzP_sUARhbpKkLdFhz0,3
ChIJP9MfIe8xTkcRyD0jG3h9baQ,2
ChIJPZyNghMIskARvB3rz_msmb0,1
ChIJYQxEurEBskARrrdC0ISW2Ak,2
ChIJe38rXyIBskAReRCjC0VEzPs,1
ChIJxbCSkO7_sUARbI0q-rlg0cc,3
ChIJ079MLbEBskAR3CllLDTDawg,2
ChIJ98VZBLcBskARQOXDKT6cCio,2
ChIJAQcOya0BskAR8X4sJKOODRQ,2
ChIJdZVSI0kAskAR9pcoBWSHZtA,2
ChIJtx5-_q0BskARtfUcal0b1Bc,1
ChIJNTvplPUBskARnS8HWDZFoaY,1
ChIJu8tzk48BskAR-iqwOPBzmv8,1
ChIJV16XoNIBskARi_cE9ZQ3_Hw,1
ChIJy-h1BywBskARIhmiARy8oh8,1
ChIJ-Vu6mmUiskARWqY1XTWmc6g,1
ChIJ2RECj2UiskARdToUrDCrjP0,1
ChIJ3dmAh64XskARU1G7JRV8AMs,1
ChIJE_Ua2q8kskAR2nsxBtA0zZc,1
ChIJK7Lu_rs3skARgtcUrDOreWk,1
ChIJNbaWLv0jskARoddGoR6lZkE,1
ChIJPce7NFUWskARR3qYALU5DJ0,1
ChIJRc-0o7MbskARHTzP0RD-lXQ,1
ChIJZ4n1J4gXskARgQmgofAqnQQ,1
ChIJiXHEyCYjskAR_MjPU6NNxmM,1
ChIJpxdSE_UjskARHDHrk5l61pY,1
ChIJuwJSuMEjskARhQsinuV6Nko,1
ChIJvYEHK8o7skARY2JiJHnH0s8,1
ChIJoS2O5llCskARal3Zj6LSHhc,1
ChIJ41f6x8odskARde2bMEa74JI,2
ChIJCUsp2iUXskARmCsw_x471uk,2
ChIJGwQ27z4RskARm7HXpPLpT8c,2
ChIJJ65_t3MlskARhFBZ4T_scOM,1
ChIJM1j2KxsQskARa-y8XM6nDfM,2
ChIJM4z1J-gXskARfqlHlLrkMF8,2
ChIJP_cp3yYRskARJpQBhPikINc,2
ChIJWTIrcUwdskAR5rL5u0VX-54,2
ChIJcT1QnIYXskARL8f1CiHG75E,2
ChIJjdwFHycRskARyT_dYMATH_s,2
ChIJoZz4C-w7skARW7S44ppeevE,2
ChIJxzVWYV4VskARxKJ9gHlWlfo,2
ChIJexyc9TgGskARHMyv0pa__MA,1
ChIJmXRxJ44HskARzJFkH31B_EA,1
ChIJaXXvgo_4rUARlbWnu69wXd4,1
ChIJg4kwwgv5rUARdfK-LMaIvmA,1
ChIJ-f9SE2z-rUARasXvLjeQBaE,2
ChIJP7-AqP__sUARhnBMJDEFVC8,2
ChIJS7FHWBX-sUARNMzTpZwQIF4,3
ChIJczLPajgAskAR8XXemUVQ1dU,2
ChIJlYwLjdsCrkARpNnQhjX1sSM,3
ChIJC5akUTT_sUARvDhFQPEYRf8,2
ChIJPTS92I__sUARZNGogf-rbX4,2
ChIJVVVFMi7-sUARDVFnnlaSjC0,2
ChIJWRICpoD_sUARLmmpWd5RWYs,2
ChIJYUeQshr-sUARs4Q0PHbdqwY,2
ChIJ46WYDBwCskARM5VJwQfkDTU,2
ChIJAQCwKVEaskARRwyiQx9e_gA,1
ChIJjx8ppn__sUARNH_eBG-h4RQ,2
ChIJwZob9cv9rUARH3LfnKCH8F4,2
ChIJnb2SFxP3sUARBFx9z2pBG3c,1
ChIJAQAwdcz4sUARlGuBlwPQw7U,1
ChIJ-8MNdkX5sUARQuJ1ci_P91g,2
ChIJ3YMXMC75sUAR500yXFONlT8,2
ChIJ4W3xKsv-sUAR2BigEvif1_Y,2
ChIJ6Y4jOsv-sUARuLAO-oMDp_w,2
ChIJF0hqR2f5sUART-Y-IUqYGdQ,2
ChIJHR5tgr35sUARowm88WTsgxE,2
ChIJR9sxt5f5sUARXgPgQs0Mp8o,1
ChIJR_cbckr5sUARIUv6CR4L3Ac,2
ChIJT7VUd8z-sUARerlPGTp0MI4,1
ChIJe3xKyzT5sUAR1lmwMW1jHOU,2
ChIJeRnKOcv-sUARrjUxPIS7tkA,2
ChIJeWuWW5f5sUARhGHXMFQelys,2
ChIJqRCnLUb5sUARNW-2_B7KYl8,1
ChIJNfQVC9X-sUAROZjNieFaIUw,1
ChIJPT0QfhD5sUARhylWEuJvNQE,2
ChIJPT0QfhD5sUARhylWEuJvNQE,3
ChIJ_5Fj4-r5sUAR53KbZEWJdPI,2
ChIJuVzzN7_5sUAR6Ksv1p-32AY,2
ChIJyxrMil35sUARDeJyyCnkfb0,2
ChIJ-8vWHkv_rUARuxxBH0F076Q,1
ChIJL9R3tVf_rUARCKbXfcsvAwE,2
ChIJy-7EYEX_rUARYZuKPlOw3BQ,1
ChIJDUDKFp7xsUARe0Vi2gb-CD8,1
ChIJSfpkmh3xsUARCvn6xMBPQuA,1
ChIJ68hQuKD-sUARXg-ZPhhO-dg,2
ChIJHzAXx7D-sUAR3lkRxxgi_K8,2
ChIJXzmdm9wDrkARKXV0wEF74_4,2
ChIJ--oI7KEpskAR42ULpwn5rZ0,1
ChIJ1zGxfeeHsUARgrPLdJvUrWs,1
ChIJWX9QasyLsUARX7jar_Z-79M,1
ChIJg3DGqDWKsUARfQqmAZ9Tg5I,1
ChIJkTq8UDPysUAR_-4kGWK80-Q,1
ChIJ6Rvbjsn3sUAR6-Pz_8ILlF8,1
ChIJEVOFLRr1sUARyr-GskFxt7I,1
ChIJdXCRAM2PsUARZCrfWTZGqvw,1
ChIJ0xDG9AAfskARFek0UFOPjhc,1
ChIJD0KZUVD_sUARMvq53N7Vc8Q,2
ChIJEyjRCC_-sUARHT7KVqQ5hfI,2
ChIJtZ4M9Q3-sUARZw0C-UqRJMk,2
ChIJQ7ht3RD-sUARWprwVT5eGcA,1
ChIJ-c7v7Vz-sUAR8s85av98Q2w,2
ChIJVVVpN7b4sUARX6mIw5wyhL4,2
ChIJdzuYUJofskAR7PSzqvHeCj0,1
ChIJ8W4BiOwEskARs2DizV_p9aU,1
ChIJE4H5pEIEskARrG6byIy3MZQ,2
ChIJnRwk-2cFskAR23z9ordusBs,2
ChIJz7Da7-sEskAR2cZZKjUvhzY,1
ChIJNdutQ3v3sUAReppaNPaWFXI,2
ChIJhwHZ0Er2sUARiZU7jCdkb_g,2
ChIJG3zGJskpskARHHk72TBnSJY,1
